Row ID,Bulan,Tahun,Total Day,LOCATION,Region,Position,Pemakaian,Baseline per day,Baseline,,Row ID,Bulan,TAHUN,Total Day,Area,Region,Position,REAL,Baseline per day,BATAS,,month,Realisasi,BASELINE,EFISIENSI kWh 2023,Persentase,,LOKASI,Total Pemakaian 2024,Total Pemakaian 2023,Total Baseline per lokasi 2023,,MONTH,REALISASI,BASELINE PERBULAN 2024,EFISIENSI kWh 2024,persentase,,BULAN,TEMPAT,DASAR,PENGGUNAAN,PENGHEMATAN,RANK
86,FEBRUARY,2023,28,ER BLM,REGION 2,STATION ELEVATED,50513,1967,55076,,86,JUNE,2024,30,ER HJN,REGION 2,ELEVATED,33487,-,42798,,,,,,,,,,,,,,,,,,,June,Haji Nawi ,"42,906","33,487",22.00%,2
87,MARCH,2023,31,ER BLM,REGION 2,STATION ELEVATED,54721,1967,60977,,87,JUNE,2024,30,ER BLA,REGION 2,ELEVATED,33125,-,41698,,,,,,,,,,,,,,,,,,,June,Blok A,"41,804","33,125",20.80%,3
88,APRIL,2023,30,ER BLM,REGION 2,STATION ELEVATED,51369,1967,59010,,88,JUNE,2024,30,ER BLM,REGION 2,ELEVATED,60300,-,59022,,,,,,,,,,,,,,,,,,,June,Blok M,"59,172","60,300",-1.90%,14
89,MAY,2023,31,ER BLM,REGION 2,STATION ELEVATED,49181,1967,60977,,89,JUNE,2024,30,ER ASN ,REGION 2,UNDERGROND,56181,-,66682,,,,,,,,,,,,,,,,,,,June,Asean,"66,850","56,181",16.00%,6
90,JUNE,2023,30,ER BLM,REGION 2,STATION ELEVATED,47466,1967,59010,,90,JUNE,2024,30,ER SNY,REGION 3,UNDERGROND,248516,-,252813,,,,,,,,,,,,,,,,,,,June,Senayan,"253,453","248,516",1.90%,12
91,JULY,2023,31,ER BLM,REGION 2,STATION ELEVATED,51634,1967,60977,,91,JUNE,2024,30,ER IST,REGION 3,UNDERGROND,279806,-,287360,,,,,,,,,,,,,,,,,,,June,Istora,"288,088","279,806",2.90%,11
92,AUGUST,2023,31,ER BLM,REGION 2,STATION ELEVATED,47533,1967,60977,,92,JUNE,2024,30,ER BNH,REGION 3,UNDERGROND,310064,-,310993,,,,,,,,,,,,,,,,,,,June,Bendungan Hilir,"311,781","310,064",0.60%,13
93,SEPTEMBER,2023,30,ER BLM,REGION 2,STATION ELEVATED,46182,1967,59010,,93,JUNE,2024,30,ER STB,REGION 3,UNDERGROND,274936,-,309190,,,,,,,,,,,,,,,,,,,June,Setiabudi,"309,973","274,936",11.30%,8
94,OCTOBER,2023,31,ER BLM,REGION 2,STATION ELEVATED,91930,1967,60977,,94,JUNE,2024,30,ER DKA,REGION 3,UNDERGROND,524361,-,473184,,,,,,,,,,,,,,,,,,,June,Dukuh Atas,"474,382","524,361",-10.50%,15
95,NOVEMBER,2023,30,ER BLM,REGION 2,STATION ELEVATED,87700,1967,59010,,95,JUNE,2024,30,ER BHI,REGION 3,UNDERGROND,463147,-,492128,,,,,,,,,,,,,,,,,,,June,Bundaram HI,"493,374","463,147",6.10%,9
96,DECEMBER,2023,31,ER BLM,REGION 2,STATION ELEVATED,62146,1967,60977,,96,JUNE,2024,30,ER RSS,REGION 3,TAMAN SAMBAS,17540,-,18045,,,,,,,,,,,,,,,,,,,June,RSS,"18,090","17,540",3.00%,10
97,JANUARY,2023,31,ER ASN,REGION 2,STATION ELEVATED,59701,2223,68913,,97,JULY,2024,31,ER WKS,REGION 1,DEPO,94680,-,162363,,,,,,,,,,,,,,,,,,,July,Workshop,"162,774","94,680",41.80%,1
98,FEBRUARY,2023,28,ER ASN,REGION 2,STATION ELEVATED,49921,2223,62244,,98,JULY,2024,31,ER ADM,REGION 1,DEPO,149800,-,176236,,,,,,,,,,,,,,,,,,,July,Administrasi,"176,683","149,800",15.20%,6
99,MARCH,2023,31,ER ASN,REGION 2,STATION ELEVATED,55561,2223,68913,,99,JULY,2024,31,ER LBB,REGION 1,ELEVATED,54286,-,69330,,,,,,,,,,,,,,,,,,,July,Lebak Bulus,"69,506","54,286",21.90%,2
100,APRIL,2023,30,ER ASN,REGION 2,STATION ELEVATED,55561,2223,66690,,100,JULY,2024,31,ER FTM,REGION 1,ELEVATED,76878,-,69864,,,,,,,,,,,,,,,,,,,July,Fatmawati ,"68,363","76,878",-12.50%,16
101,MAY,2023,31,ER ASN,REGION 2,STATION ELEVATED,61841,2223,68913,,101,JULY,2024,31,ER CPR,REGION 1,ELEVATED,72009,-,76786,,,,,,,,,,,,,,,,,,,July,Cipete Raya,"76,980","72,009",6.50%,10
102,JUNE,2023,30,ER ASN,REGION 2,STATION ELEVATED,59301,2223,66690,,102,JULY,2024,31,ER HJN,REGION 2,ELEVATED,34991,-,44224,,,,,,,,,,,,,,,,,,,July,Haji Nawi ,"44,336","34,991",21.10%,3
103,JULY,2023,31,ER ASN,REGION 2,STATION ELEVATED,61341,2223,68913,,103,JULY,2024,31,ER BLA,REGION 2,ELEVATED,35098,-,43088,,,,,,,,,,,,,,,,,,,July,Blok A,"43,197","35,098",18.70%,4
104,AUGUST,2023,31,ER ASN,REGION 2,STATION ELEVATED,55017,2223,68913,,104,JULY,2024,31,ER BLM,REGION 2,ELEVATED,68649,-,60990,,,,,,,,,,,,,,,,,,,July,Blok M,"61,144","68,649",-12.30%,15
105,SEPTEMBER,2023,30,ER ASN,REGION 2,STATION ELEVATED,54290,2223,66690,,105,JULY,2024,31,ER ASN ,REGION 2,UNDERGROND,58274,-,68904,,,,,,,,,,,,,,,,,,,July,Asean,"69,079","58,274",15.60%,5
106,OCTOBER,2023,31,ER ASN,REGION 2,STATION ELEVATED,91702,2223,68913,,106,JULY,2024,31,ER SNY,REGION 3,UNDERGROND,254340,-,261240,,,,,,,,,,,,,,,,,,,July,Senayan,"261,901","254,340",2.90%,13
107,NOVEMBER,2023,30,ER ASN,REGION 2,STATION ELEVATED,98435,2223,66690,,107,JULY,2024,31,ER IST,REGION 3,UNDERGROND,270400,-,296939,,,,,,,,,,,,,,,,,,,July,Istora,"297,691","270,400",9.20%,8
108,DECEMBER,2023,31,ER ASN,REGION 2,STATION ELEVATED,78663,2223,68913,,108,JULY,2024,31,ER BNH,REGION 3,UNDERGROND,310373,-,321360,,,,,,,,,,,,,,,,,,,July,Bendungan Hilir,"322,173","310,373",3.70%,12
109,JANUARY,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,289307,8427,261237,,109,JULY,2024,31,ER STB,REGION 3,UNDERGROND,272447,-,319496,,,,,,,,,,,,,,,,,,,July,Setiabudi,"320,305","272,447",14.90%,7
110,FEBRUARY,2023,28,ER SNY,REGION 3,STATION UNDERGROUND,262637,8427,235956,,110,JULY,2024,31,ER DKA,REGION 3,UNDERGROND,481260,-,488957,,,,,,,,,,,,,,,,,,,July,Dukuh Atas,"490,195","481,260",1.80%,14
111,MARCH,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,305398,8427,261237,,111,JULY,2024,31,ER BHI,REGION 3,UNDERGROND,468073,-,508532,,,,,,,,,,,,,,,,,,,July,Bundaram HI,"509,820","468,073",8.20%,9
112,APRIL,2023,30,ER SNY,REGION 3,STATION UNDERGROUND,290367,8427,252810,,112,JULY,2024,31,ER RSS,REGION 3,TAMAN SAMBAS,17920,-,18646,,,,,,,,,,,,,,,,,,,July,RSS,"18,693","17,920",4.10%,11
113,MAY,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,308097,8427,261237,,113,AUGUST,2024,31,ER WKS,REGION 1,DEPO,105830,-,162363,,,,,,,,,,,,,,,,,,,August,Workshop,"162,363","105,830",34.80%,1
114,JUNE,2023,30,ER SNY,REGION 3,STATION UNDERGROUND,259247,8427,252810,,114,AUGUST,2024,31,ER ADM,REGION 1,DEPO,157550,-,176236,,,,,,,,,,,,,,,,,,,August,Administrasi,"176,236","157,550",10.60%,7
115,JULY,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,225077,8427,261237,,115,AUGUST,2024,31,ER LBB,REGION 1,ELEVATED,63242,-,69330,,,,,,,,,,,,,,,,,,,August,Lebak Bulus,"69,330","63,242",8.80%,8
116,AUGUST,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,225177,8427,261237,,116,AUGUST,2024,31,ER FTM,REGION 1,ELEVATED,70431,-,69864,,,,,,,,,,,,,,,,,,,August,Fatmawati ,"69,864","70,431",-0.80%,15
117,SEPTEMBER,2023,30,ER SNY,REGION 3,STATION UNDERGROUND,216263,8427,252810,,117,AUGUST,2024,31,ER CPR,REGION 1,ELEVATED,77119,-,76786,,,,,,,,,,,,,,,,,,,August,Cipete Raya,"76,786","77,119",-0.40%,13
118,OCTOBER,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,232391,8427,261237,,118,AUGUST,2024,31,ER HJN,REGION 2,ELEVATED,32825,-,44224,,,,,,,,,,,,,,,,,,,August,Haji Nawi ,"44,224","32,825",25.80%,2
119,NOVEMBER,2023,30,ER SNY,REGION 3,STATION UNDERGROUND,232611,8427,252810,,119,AUGUST,2024,31,ER BLA,REGION 2,ELEVATED,35256,-,43088,,,,,,,,,,,,,,,,,,,August,Blok A,"43,088","35,256",18.20%,5
120,DECEMBER,2023,31,ER SNY,REGION 3,STATION UNDERGROUND,235281,8427,261237,,120,AUGUST,2024,31,ER BLM,REGION 2,ELEVATED,67331,-,60990,,,,,,,,,,,,,,,,,,,August,Blok M,"60,990","67,331",-10.40%,16
121,JANUARY,2023,31,ER IST,REGION 3,STATION UNDERGROUND,360835,9579,296949,,121,AUGUST,2024,31,ER ASN ,REGION 2,UNDERGROND,55864,-,68904,,,,,,,,,,,,,,,,,,,August,Asean,"68,904","55,864",18.90%,4
122,FEBRUARY,2023,28,ER IST,REGION 3,STATION UNDERGROUND,331172,9579,268212,,122,AUGUST,2024,31,ER SNY,REGION 3,UNDERGROND,262819,-,261240,,,,,,,,,,,,,,,,,,,August,Senayan,"261,240","262,819",-0.60%,14
123,MARCH,2023,31,ER IST,REGION 3,STATION UNDERGROUND,369040,9579,296949,,123,AUGUST,2024,31,ER IST,REGION 3,UNDERGROND,284349,-,296939,,,,,,,,,,,,,,,,,,,August,Istora,"296,939","284,349",4.20%,9
124,APRIL,2023,30,ER IST,REGION 3,STATION UNDERGROUND,355610,9579,287370,,124,AUGUST,2024,31,ER BNH,REGION 3,UNDERGROND,314642,-,321360,,,,,,,,,,,,,,,,,,,August,Bendungan Hilir,"321,360","314,642",2.10%,10
125,MAY,2023,31,ER IST,REGION 3,STATION UNDERGROUND,375830,9579,296949,,125,AUGUST,2024,31,ER STB,REGION 3,UNDERGROND,254142,-,319496,,,,,,,,,,,,,,,,,,,August,Setiabudi,"319,496","254,142",20.50%,3
126,JUNE,2023,30,ER IST,REGION 3,STATION UNDERGROUND,314112,9579,287370,,126,AUGUST,2024,31,ER DKA,REGION 3,UNDERGROND,486708,-,488957,,,,,,,,,,,,,,,,,,,August,Dukuh Atas,"488,957","486,708",0.50%,12
127,JULY,2023,31,ER IST,REGION 3,STATION UNDERGROUND,267920,9579,296949,,127,AUGUST,2024,31,ER BHI,REGION 3,UNDERGROND,430183,-,508532,,,,,,,,,,,,,,,,,,,August,Bundaram HI,"508,532","430,183",15.40%,6
128,AUGUST,2023,31,ER IST,REGION 3,STATION UNDERGROUND,276474,9579,296949,,128,AUGUST,2024,31,ER RSS,REGION 3,TAMAN SAMBAS,18480,-,18646,,,,,,,,,,,,,,,,,,,August,RSS,"18,646","18,480",0.90%,11
129,SEPTEMBER,2023,30,ER IST,REGION 3,STATION UNDERGROUND,195199,9579,287370,,129,SEPTEMBER,2024,30,ER WKS,REGION 1,DEPO,113670,-,157125,,,,,,,,,,,,,,,,,,,All Month,Workshop,1280777,1089370,14.90%,3
130,OCTOBER,2023,31,ER IST,REGION 3,STATION UNDERGROUND,219454,9579,296949,,130,SEPTEMBER,2024,30,ER ADM,REGION 1,DEPO,150890,-,170551,,,,,,,,,,,,,,,,,,,All Month,Administrasi,1390218,1391680,-0.10%,15
131,NOVEMBER,2023,30,ER IST,REGION 3,STATION UNDERGROUND,216977,9579,287370,,131,SEPTEMBER,2024,30,ER LBB,REGION 1,ELEVATED,75478,-,67094,,,,,,,,,,,,,,,,,,,All Month,Lebak Bulus,559991,473097,15.50%,1
132,DECEMBER,2023,31,ER IST,REGION 3,STATION UNDERGROUND,226383,9579,296949,,132,SEPTEMBER,2024,30,ER FTM,REGION 1,ELEVATED,69902,-,67611,,,,,,,,,,,,,,,,,,,All Month,Fatmawati ,558840,585516,-4.80%,16
133,JANUARY,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,345914,10366,321346,,133,SEPTEMBER,2024,30,ER CPR,REGION 1,ELEVATED,77924,-,74309,,,,,,,,,,,,,,,,,,,All Month,Cipete Raya,630083,568535,9.80%,7
134,FEBRUARY,2023,28,ER BNH,REGION 3,STATION UNDERGROUND,343979,10366,290248,,134,SEPTEMBER,2024,30,ER HJN,REGION 2,ELEVATED,32609,-,42798,,,,,,,,,,,,,,,,,,,All Month,Haji Nawi ,359139,306075,14.80%,4
135,MARCH,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,386456,10366,321346,,135,SEPTEMBER,2024,30,ER BLA,REGION 2,ELEVATED,36324,-,41698,,,,,,,,,,,,,,,,,,,All Month,Blok A,335799,313882,6.50%,10
136,APRIL,2023,30,ER BNH,REGION 3,STATION UNDERGROUND,389554,10366,310980,,136,SEPTEMBER,2024,30,ER BLM,REGION 2,ELEVATED,71528,-,59022,,,,,,,,,,,,,,,,,,,All Month,Blok M,529940,505625,4.60%,13
137,MAY,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,400560,10366,321346,,137,SEPTEMBER,2024,30,ER ASN ,REGION 2,UNDERGROND,58847,-,66682,,,,,,,,,,,,,,,,,,,All Month,Asean,555072,500114,9.90%,6
138,JUNE,2023,30,ER BNH,REGION 3,STATION UNDERGROUND,334695,10366,310980,,138,SEPTEMBER,2024,30,ER SNY,REGION 3,UNDERGROND,240639,-,252813,,,,,,,,,,,,,,,,,,,All Month,Senayan,2125161,2023519,4.80%,11
139,JULY,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,260029,10366,321346,,139,SEPTEMBER,2024,30,ER IST,REGION 3,UNDERGROND,280897,-,287360,,,,,,,,,,,,,,,,,,,All Month,Istora,2551467,2237369,12.30%,5
140,AUGUST,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,257585,10366,321346,,140,SEPTEMBER,2024,30,ER BNH,REGION 3,UNDERGROND,297054,-,310993,,,,,,,,,,,,,,,,,,,All Month,Bendungan Hilir,2769213,2533930,8.50%,8
141,SEPTEMBER,2023,30,ER BNH,REGION 3,STATION UNDERGROUND,248705,10366,310980,,141,SEPTEMBER,2024,30,ER STB,REGION 3,UNDERGROND,262817,-,309190,,,,,,,,,,,,,,,,,,,All Month,Setiabudi,2676524,2266823,15.30%,2
142,OCTOBER,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,269524,10366,321346,,142,SEPTEMBER,2024,30,ER DKA,REGION 3,UNDERGROND,466128,-,473184,,,,,,,,,,,,,,,,,,,All Month,Dukuh Atas,4242250,4039365,4.80%,12
143,NOVEMBER,2023,30,ER BNH,REGION 3,STATION UNDERGROUND,271274,10366,310980,,143,SEPTEMBER,2024,30,ER BHI,REGION 3,UNDERGROND,445921,-,492128,,,,,,,,,,,,,,,,,,,All Month,Bundaram HI,4077850,3783704,7.20%,9
144,DECEMBER,2023,31,ER BNH,REGION 3,STATION UNDERGROUND,283170,10366,321346,,144,SEPTEMBER,2024,30,ER RSS,REGION 3,TAMAN SAMBAS,18040,-,18045,,,,,,,,,,,,,,,,,,,All Month,RSS,147087,142820,2.90%,14
145,JANUARY,2023,31,ER STB,REGION 3,STATION UNDERGROUND,350584,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,FEBRUARY,2023,28,ER STB,REGION 3,STATION UNDERGROUND,319980,10306,288568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,MARCH,2023,31,ER STB,REGION 3,STATION UNDERGROUND,365874,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,APRIL,2023,30,ER STB,REGION 3,STATION UNDERGROUND,354514,10306,309180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,MAY,2023,31,ER STB,REGION 3,STATION UNDERGROUND,371951,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,JUNE,2023,30,ER STB,REGION 3,STATION UNDERGROUND,328493,10306,309180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,JULY,2023,31,ER STB,REGION 3,STATION UNDERGROUND,285665,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,AUGUST,2023,31,ER STB,REGION 3,STATION UNDERGROUND,289049,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,SEPTEMBER,2023,30,ER STB,REGION 3,STATION UNDERGROUND,258928,10306,309180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,OCTOBER,2023,31,ER STB,REGION 3,STATION UNDERGROUND,282674,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,NOVEMBER,2023,30,ER STB,REGION 3,STATION UNDERGROUND,284349,10306,309180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,DECEMBER,2023,31,ER STB,REGION 3,STATION UNDERGROUND,290820,10306,319486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,JANUARY,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,524354,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,FEBRUARY,2023,28,ER DKA,REGION 3,STATION UNDERGROUND,456974,15773,441644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,MARCH,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,502613,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,APRIL,2023,30,ER DKA,REGION 3,STATION UNDERGROUND,472967,15773,473190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,MAY,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,532333,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,JUNE,2023,30,ER DKA,REGION 3,STATION UNDERGROUND,501878,15773,473190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,JULY,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,473801,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,AUGUST,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,463304,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,SEPTEMBER,2023,30,ER DKA,REGION 3,STATION UNDERGROUND,434557,15773,473190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,OCTOBER,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,466275,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,NOVEMBER,2023,30,ER DKA,REGION 3,STATION UNDERGROUND,459982,15773,473190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,DECEMBER,2023,31,ER DKA,REGION 3,STATION UNDERGROUND,478888,15773,488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,JANUARY,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,548885,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,FEBRUARY,2023,28,ER BHI,REGION 3,STATION UNDERGROUND,486630,16404,459312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,MARCH,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,543602,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,APRIL,2023,30,ER BHI,REGION 3,STATION UNDERGROUND,544957,16404,492120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,MAY,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,547998,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,JUNE,2023,30,ER BHI,REGION 3,STATION UNDERGROUND,510762,16404,492120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,JULY,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,435295,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,AUGUST,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,444089,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,SEPTEMBER,2023,30,ER BHI,REGION 3,STATION UNDERGROUND,440312,16404,492120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,OCTOBER,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,481375,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,NOVEMBER,2023,30,ER BHI,REGION 3,STATION UNDERGROUND,490153,16404,492120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,DECEMBER,2023,31,ER BHI,REGION 3,STATION UNDERGROUND,513176,16404,508524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,JANUARY,2023,31,ER RSS,REGION 2,STATION ELEVATED,16940,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,FEBRUARY,2023,28,ER RSS,REGION 2,STATION ELEVATED,15510,601,16828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,MARCH,2023,31,ER RSS,REGION 2,STATION ELEVATED,18100,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,APRIL,2023,30,ER RSS,REGION 2,STATION ELEVATED,18240,601,18030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,MAY,2023,31,ER RSS,REGION 2,STATION ELEVATED,18990,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,JUNE,2023,30,ER RSS,REGION 2,STATION ELEVATED,17880,601,18030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,JULY,2023,31,ER RSS,REGION 2,STATION ELEVATED,18530,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,AUGUST,2023,31,ER RSS,REGION 2,STATION ELEVATED,19570,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,SEPTEMBER,2023,30,ER RSS,REGION 2,STATION ELEVATED,19840,601,18030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,OCTOBER,2023,31,ER RSS,REGION 2,STATION ELEVATED,20220,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,NOVEMBER,2023,30,ER RSS,REGION 2,STATION ELEVATED,18480,601,18030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,DECEMBER,2023,31,ER RSS,REGION 2,STATION ELEVATED,18050,601,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
